source,native,name,p_value,significant,description,term_size,query_size,intersection_size,effective_domain_size,precision,recall,query,parents
GO:BP,GO:0030225,macrophage differentiation,2.2361598041727878e-07,True,"""The process in which a relatively unspecialized monocyte acquires the specialized features of a macrophage."" [GOC:add, ISBN:0781735149]",65,107,7,21026,0.06542056074766354,0.1076923076923077,query_1,"['GO:0002573', 'GO:1903131']"
GO:BP,GO:0040029,epigenetic regulation of gene expression,2.303611482284634e-07,True,"""A process that modulates the frequency, rate or extent of gene expression through chromatin remodeling either by modifying higher order chromatin fiber structure, nucleosomal histones, or cytosine methylation of DNA. Once established, this regulation may be maintained over many cell divisions. It can also be heritable in the absence of the instigating signal."" [PMID:10521337, PMID:11498582, PMID:22243696, PMID:34414474]",299,107,12,21026,0.11214953271028037,0.04013377926421405,query_1,"['GO:0006338', 'GO:0010468']"
GO:BP,GO:0090049,regulation of cell migration involved in sprouting angiogenesis,2.4188635662602026e-07,True,"""Any process that modulates the frequency, rate or extent of cell migration involved in sprouting angiogenesis. Cell migration involved in sprouting angiogenesis is the orderly movement of endothelial cells into the extracellular matrix in order to form new blood vessels contributing to the process of sprouting angiogenesis."" [GOC:BHF, GOC:dph, GOC:rl, GOC:tb]",39,107,6,21026,0.056074766355140186,0.15384615384615385,query_1,"['GO:0002042', 'GO:0043535']"
REAC,REAC:R-HSA-69481,G2/M Checkpoints,2.4270726166930135e-07,True,G2/M Checkpoints,167,102,12,11004,0.11764705882352941,0.0718562874251497,query_1,['REAC:R-HSA-69620']
GO:BP,GO:0051961,negative regulation of nervous system development,2.4533310171617775e-07,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of nervous system development, the origin and formation of nervous tissue."" [GOC:ai]",141,107,9,21026,0.08411214953271028,0.06382978723404255,query_1,"['GO:0007399', 'GO:0051093', 'GO:0051241', 'GO:0051960']"
GO:BP,GO:0090400,stress-induced premature senescence,2.4568440249308106e-07,True,"""A cellular senescence process associated with the dismantling of a cell as a response to environmental factors such as hydrogen peroxide or X-rays."" [GOC:BHF]",8,107,4,21026,0.037383177570093455,0.5,query_1,['GO:0090398']
GO:BP,GO:1990778,protein localization to cell periphery,2.4580714993528953e-07,True,"""A process in which a protein is transported to, or maintained in, the cell periphery."" [PMID:18216290]",365,107,13,21026,0.12149532710280374,0.03561643835616438,query_1,['GO:0008104']
GO:BP,GO:0051146,striated muscle cell differentiation,2.464977897286121e-07,True,"""The process in which a relatively unspecialized cell acquires specialized features of a striated muscle cell; striated muscle fibers are divided by transverse bands into striations, and cardiac and voluntary muscle are types of striated muscle."" [CL:0000737, GOC:ai]",301,107,12,21026,0.11214953271028037,0.03986710963455149,query_1,['GO:0042692']
GO:BP,GO:0033138,positive regulation of peptidyl-serine phosphorylation,2.4723191442138384e-07,True,"""Any process that activates or increases the frequency, rate or extent of the phosphorylation of peptidyl-serine."" [GOC:mah]",66,107,7,21026,0.06542056074766354,0.10606060606060606,query_1,"['GO:0001934', 'GO:0018105', 'GO:0033135']"
KEGG,KEGG:05031,Amphetamine addiction,2.5262296705766194e-07,True,Amphetamine addiction,69,104,9,8484,0.08653846153846154,0.13043478260869565,query_1,['KEGG:00000']
GO:BP,GO:1901201,regulation of extracellular matrix assembly,2.535074534629133e-07,True,"""Any process that modulates the frequency, rate or extent of extracellular matrix assembly."" [GOC:BHF, GOC:TermGenie]",20,107,5,21026,0.04672897196261682,0.25,query_1,"['GO:0044087', 'GO:0085029', 'GO:1903053']"
GO:BP,GO:0051900,regulation of mitochondrial depolarization,2.535074534629133e-07,True,"""Any process that modulates the frequency, rate or extent of the change in the membrane potential of the mitochondria from negative to positive."" [GOC:ai]",20,107,5,21026,0.04672897196261682,0.25,query_1,"['GO:0003254', 'GO:0051881', 'GO:0051882']"
GO:BP,GO:0044238,primary metabolic process,2.624149918247816e-07,True,"""The chemical reactions and pathways involving those compounds which are formed as a part of the normal anabolic and catabolic processes. These processes take place in most, if not all, cells of the organism."" [GOC:go_curators]",12342,107,89,21026,0.8317757009345794,0.007211148922378869,query_1,['GO:0008152']
GO:BP,GO:0001657,ureteric bud development,2.6314969544253065e-07,True,"""The process whose specific outcome is the progression of the ureteric bud over time, from its formation to the mature structure."" [GOC:go_curators]",101,107,8,21026,0.07476635514018691,0.07920792079207921,query_1,['GO:0072164']
REAC,REAC:R-HSA-69541,Stabilization of p53,2.721521274478053e-07,True,Stabilization of p53,57,102,8,11004,0.0784313725490196,0.14035087719298245,query_1,['REAC:R-HSA-69563']
GO:BP,GO:0034248,regulation of amide metabolic process,2.734579103350338e-07,True,"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving amides."" [GOC:mah]",67,107,7,21026,0.06542056074766354,0.1044776119402985,query_1,"['GO:0019222', 'GO:0043603']"
REAC,REAC:R-HSA-1168372,Downstream signaling events of B Cell Receptor (BCR),2.7386346933590026e-07,True,Downstream signaling events of B Cell Receptor (BCR),80,102,9,11004,0.08823529411764706,0.1125,query_1,['REAC:R-HSA-983705']
REAC,REAC:R-HSA-8864260,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,2.7386346933590026e-07,True,Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors,38,102,7,11004,0.06862745098039216,0.18421052631578946,query_1,['REAC:R-HSA-212436']
GO:BP,GO:0009743,response to carbohydrate,2.7682953549465785e-07,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a carbohydrate stimulus."" [GOC:jl]",245,107,11,21026,0.102803738317757,0.044897959183673466,query_1,['GO:1901700']
GO:BP,GO:0001933,negative regulation of protein phosphorylation,2.7682953549465785e-07,True,"""Any process that stops, prevents or reduces the rate of addition of phosphate groups to amino acids within a protein."" [GOC:hjd]",245,107,11,21026,0.102803738317757,0.044897959183673466,query_1,"['GO:0001932', 'GO:0006468', 'GO:0031400', 'GO:0042326']"
REAC,REAC:R-HSA-1181150,Signaling by NODAL,2.7692742930239454e-07,True,Signaling by NODAL,23,102,6,11004,0.058823529411764705,0.2608695652173913,query_1,['REAC:R-HSA-1266738']
REAC,REAC:R-HSA-9637690,Response of Mtb to phagocytosis,2.7692742930239454e-07,True,Response of Mtb to phagocytosis,23,102,6,11004,0.058823529411764705,0.2608695652173913,query_1,['REAC:R-HSA-9635486']
GO:BP,GO:1900544,positive regulation of purine nucleotide metabolic process,2.791765654328554e-07,True,"""Any process that activates or increases the frequency, rate or extent of purine nucleotide metabolic process."" [GOC:TermGenie]",40,107,6,21026,0.056074766355140186,0.15,query_1,"['GO:0006163', 'GO:0045981', 'GO:1900542']"
GO:BP,GO:0045981,positive regulation of nucleotide metabolic process,2.791765654328554e-07,True,"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nucleotides."" [GOC:go_curators]",40,107,6,21026,0.056074766355140186,0.15,query_1,"['GO:0006140', 'GO:0009117', 'GO:0045935', 'GO:0045937', 'GO:0062013']"
GO:BP,GO:0072080,nephron tubule development,2.8193631103421077e-07,True,"""The progression of a nephron tubule over time, from its initial formation to the mature structure. A nephron tubule is an epithelial tube that is part of the nephron, the functional part of the kidney."" [GOC:mtg_kidney_jan10]",102,107,8,21026,0.07476635514018691,0.0784313725490196,query_1,"['GO:0061326', 'GO:0072009']"
GO:BP,GO:0072164,mesonephric tubule development,2.8193631103421077e-07,True,"""The progression of a mesonephric tubule over time, from its initial formation to the mature structure. A mesonephric tubule is an epithelial tube that is part of the mesonephros."" [GOC:mtg_kidney_jan10]",102,107,8,21026,0.07476635514018691,0.0784313725490196,query_1,"['GO:0035295', 'GO:0072163']"
GO:BP,GO:0072163,mesonephric epithelium development,2.8193631103421077e-07,True,"""The process whose specific outcome is the progression of an epithelium in the mesonephros over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:mtg_kidney_jan10]",102,107,8,21026,0.07476635514018691,0.0784313725490196,query_1,"['GO:0001823', 'GO:0072073']"
KEGG,KEGG:05120,Epithelial cell signaling in Helicobacter pylori infection,2.846751432190583e-07,True,Epithelial cell signaling in Helicobacter pylori infection,70,104,9,8484,0.08653846153846154,0.12857142857142856,query_1,['KEGG:00000']
REAC,REAC:R-HSA-9013694,Signaling by NOTCH4,3.009707149361108e-07,True,Signaling by NOTCH4,81,102,9,11004,0.08823529411764706,0.1111111111111111,query_1,['REAC:R-HSA-157118']
GO:BP,GO:0150116,regulation of cell-substrate junction organization,3.009959179355051e-07,True,"""Any process that modulates the frequency, rate or extent of cell-substrate junction organization."" [GOC:aruk]",68,107,7,21026,0.06542056074766354,0.10294117647058823,query_1,"['GO:0051128', 'GO:0150115']"
GO:BP,GO:0032446,protein modification by small protein conjugation,3.046749616239001e-07,True,"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to a target protein."" [GOC:mah]",853,107,19,21026,0.17757009345794392,0.022274325908558032,query_1,['GO:0070647']
GO:BP,GO:0033673,negative regulation of kinase activity,3.0630711063414053e-07,True,"""Any process that stops, prevents, or reduces the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:mah]",145,107,9,21026,0.08411214953271028,0.06206896551724138,query_1,"['GO:0042326', 'GO:0043549', 'GO:0051348']"
REAC,REAC:R-HSA-9843745,Adipogenesis,3.0837541098190096e-07,True,Adipogenesis,108,102,10,11004,0.09803921568627451,0.09259259259259259,query_1,['REAC:R-HSA-1266738']
GO:BP,GO:0045089,positive regulation of innate immune response,3.203834711876128e-07,True,"""Any process that activates or increases the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."" [GOC:ebc]",374,107,13,21026,0.12149532710280374,0.034759358288770054,query_1,"['GO:0002833', 'GO:0031349', 'GO:0032103', 'GO:0045087', 'GO:0045088', 'GO:0050778']"
KEGG,KEGG:04310,Wnt signaling pathway,3.2102124169165936e-07,True,Wnt signaling pathway,174,104,13,8484,0.125,0.07471264367816093,query_1,['KEGG:00000']
REAC,REAC:R-HSA-8853884,Transcriptional Regulation by VENTX,3.2392296937025925e-07,True,Transcriptional Regulation by VENTX,39,102,7,11004,0.06862745098039216,0.1794871794871795,query_1,['REAC:R-HSA-212436']
GO:BP,GO:0060749,mammary gland alveolus development,3.2544836495447393e-07,True,"""The progression of the mammary gland alveolus over time, from its formation to its mature state. The mammary gland alveolus is a sac-like structure that is found in the mature gland."" [GOC:dph]",21,107,5,21026,0.04672897196261682,0.23809523809523808,query_1,"['GO:0048856', 'GO:0061377']"
GO:BP,GO:0060252,positive regulation of glial cell proliferation,3.2544836495447393e-07,True,"""Any process that activates or increases the rate or extent of glial cell proliferation."" [GOC:dph, GOC:sl, GOC:tb]",21,107,5,21026,0.04672897196261682,0.23809523809523808,query_1,"['GO:0008284', 'GO:0014009', 'GO:0014015', 'GO:0060251']"
GO:BP,GO:0061377,mammary gland lobule development,3.2544836495447393e-07,True,"""The progression of the mammary gland lobule over time, from its formation to the mature structure. A mammary gland lobule is a small rounded projection of the mammary gland."" [GOC:dph, GOC:yaf]",21,107,5,21026,0.04672897196261682,0.23809523809523808,query_1,"['GO:0030879', 'GO:0048856']"
GO:BP,GO:0090130,tissue migration,3.256220546202596e-07,True,"""The process in which the population of cells that make up a tissue undergo directed movement."" [GOC:ascb_2009, GOC:dph, GOC:tb]",104,107,8,21026,0.07476635514018691,0.07692307692307693,query_1,['GO:0032501']
REAC,REAC:R-HSA-6802957,Oncogenic MAPK signaling,3.3106891039037194e-07,True,Oncogenic MAPK signaling,82,102,9,11004,0.08823529411764706,0.10975609756097561,query_1,['REAC:R-HSA-5663202']
GO:BP,GO:2001252,positive regulation of chromosome organization,3.506342955071683e-07,True,"""Any process that activates or increases the frequency, rate or extent of chromosome organization."" [GOC:obol]",105,107,8,21026,0.07476635514018691,0.0761904761904762,query_1,"['GO:0010638', 'GO:0033044', 'GO:0051276']"
REAC,REAC:R-HSA-5693538,Homology Directed Repair,3.5235626589275617e-07,True,Homology Directed Repair,140,102,11,11004,0.10784313725490197,0.07857142857142857,query_1,['REAC:R-HSA-5693532']
GO:BP,GO:0003013,circulatory system process,3.5615961472804606e-07,True,"""An organ system process carried out by any of the organs or tissues of the circulatory system. The circulatory system is an organ system that moves extracellular fluids to and from tissue within a multicellular organism."" [GOC:mtg_cardio]",602,107,16,21026,0.14953271028037382,0.026578073089700997,query_1,['GO:0003008']
REAC,REAC:R-HSA-174048,APC/C:Cdc20 mediated degradation of Cyclin B,3.568756989608707e-07,True,APC/C:Cdc20 mediated degradation of Cyclin B,24,102,6,11004,0.058823529411764705,0.25,query_1,['REAC:R-HSA-176409']
GO:BP,GO:0031396,regulation of protein ubiquitination,3.617637436448543e-07,True,"""Any process that modulates the frequency, rate or extent of the addition of ubiquitin groups to a protein."" [GOC:mah]",197,107,10,21026,0.09345794392523364,0.050761421319796954,query_1,"['GO:0016567', 'GO:1903320']"
GO:BP,GO:0035148,tube formation,3.617637436448543e-07,True,"""Creation of the central hole of a tube in an anatomical structure through which gases and/or liquids flow."" [GOC:bf]",148,107,9,21026,0.08411214953271028,0.060810810810810814,query_1,"['GO:0035239', 'GO:0048646']"
GO:BP,GO:0007369,gastrulation,3.617637436448543e-07,True,"""A complex and coordinated series of cellular movements that occurs at the end of cleavage during embryonic development of most animals. The details of gastrulation vary from species to species, but usually result in the formation of the three primary germ layers, ectoderm, mesoderm and endoderm."" [GOC:curators, ISBN:9780878933846]",197,107,10,21026,0.09345794392523364,0.050761421319796954,query_1,['GO:0048598']
GO:BP,GO:2000379,positive regulation of reactive oxygen species metabolic process,3.6409246204584625e-07,True,"""Any process that activates or increases the frequency, rate or extent of reactive oxygen species metabolic process."" [GOC:mah]",70,107,7,21026,0.06542056074766354,0.1,query_1,"['GO:0009893', 'GO:0072593', 'GO:2000377']"
GO:BP,GO:0014002,astrocyte development,3.712925335335788e-07,True,"""The process aimed at the progression of an astrocyte over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell. An astrocyte is the most abundant type of glial cell. Astrocytes provide support for neurons and regulate the environment in which they function."" [GOC:dgh, GOC:ef]",42,107,6,21026,0.056074766355140186,0.14285714285714285,query_1,"['GO:0021782', 'GO:0048708']"
GO:BP,GO:0061326,renal tubule development,3.7413076171230196e-07,True,"""The progression of the renal tubule over time from its formation to the mature form. A renal tubule is a tube that filters, re-absorbs and secretes substances to rid an organism of waste and to play a role in fluid homeostasis."" [GOC:dph, GOC:mtg_kidney_jan10]",106,107,8,21026,0.07476635514018691,0.07547169811320754,query_1,"['GO:0035295', 'GO:0060429', 'GO:0072001']"
GO:BP,GO:1905477,positive regulation of protein localization to membrane,3.7413076171230196e-07,True,"""Any process that activates or increases the frequency, rate or extent of protein localization to membrane."" [GO_REF:0000058, GOC:bc, GOC:PARL, GOC:TermGenie, PMID:26911690]",106,107,8,21026,0.07476635514018691,0.07547169811320754,query_1,"['GO:0072657', 'GO:1903829', 'GO:1905475']"
GO:BP,GO:0001823,mesonephros development,3.7413076171230196e-07,True,"""The process whose specific outcome is the progression of the mesonephros over time, from its formation to the mature structure. In mammals, the mesonephros is the second of the three embryonic kidneys to be established and exists only transiently. In lower vertebrates such as fish and amphibia, the mesonephros will form the mature kidney."" [GOC:dph, ISBN:0124020607, ISBN:0721662544, PMID:10535314]",106,107,8,21026,0.07476635514018691,0.07547169811320754,query_1,['GO:0001822']
GO:BP,GO:0009205,purine ribonucleoside triphosphate metabolic process,3.743507586713221e-07,True,"""The chemical reactions and pathways involving purine ribonucleoside triphosphate, a compound consisting of a purine base linked to a ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",253,107,11,21026,0.102803738317757,0.043478260869565216,query_1,"['GO:0009144', 'GO:0009199']"
GO:BP,GO:0098916,anterograde trans-synaptic signaling,3.7502765553841105e-07,True,"""Cell-cell signaling from pre to post-synapse, across the synaptic cleft."" [GOC:dos]",775,107,18,21026,0.16822429906542055,0.023225806451612905,query_1,['GO:0099537']
GO:BP,GO:0007268,chemical synaptic transmission,3.7502765553841105e-07,True,"""The vesicular release of classical neurotransmitter molecules from a presynapse, across a chemical synapse, the subsequent activation of neurotransmitter receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse."" [GOC:jl, MeSH:D009435]",775,107,18,21026,0.16822429906542055,0.023225806451612905,query_1,['GO:0098916']
GO:BP,GO:0021543,pallium development,3.7586250786638333e-07,True,"""The process whose specific outcome is the progression of the pallium over time, from its formation to the mature structure. The pallium is the roof region of the telencephalon."" [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, PMID:12626695]",198,107,10,21026,0.09345794392523364,0.050505050505050504,query_1,"['GO:0021537', 'GO:0048856']"
REAC,REAC:R-HSA-9692916,SARS-CoV-1 activates/modulates innate immune responses,3.828932667095915e-07,True,SARS-CoV-1 activates/modulates innate immune responses,40,102,7,11004,0.06862745098039216,0.175,query_1,['REAC:R-HSA-9692914']
GO:BP,GO:0032732,positive regulation of interleukin-1 production,3.9848493931527305e-07,True,"""Any process that activates or increases the frequency, rate, or extent of interleukin-1 production."" [GOC:mah]",71,107,7,21026,0.06542056074766354,0.09859154929577464,query_1,"['GO:0001819', 'GO:0032612', 'GO:0032652']"
GO:BP,GO:0010595,positive regulation of endothelial cell migration,4.0017143657399917e-07,True,"""Any process that increases the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:BHF, GOC:dph, GOC:tb]",107,107,8,21026,0.07476635514018691,0.07476635514018691,query_1,"['GO:0010594', 'GO:0030335', 'GO:0043542']"
GO:BP,GO:0022607,cellular component assembly,4.0139926722811473e-07,True,"""The aggregation, arrangement and bonding together of a cellular component."" [GOC:isa_complete]",4719,107,49,21026,0.45794392523364486,0.010383555838101292,query_1,"['GO:0016043', 'GO:0044085']"
REAC,REAC:R-HSA-1963640,GRB2 events in ERBB2 signaling,4.1214021275103247e-07,True,GRB2 events in ERBB2 signaling,13,102,5,11004,0.049019607843137254,0.38461538461538464,query_1,['REAC:R-HSA-1227986']
REAC,REAC:R-HSA-1963642,PI3K events in ERBB2 signaling,4.1214021275103247e-07,True,PI3K events in ERBB2 signaling,13,102,5,11004,0.049019607843137254,0.38461538461538464,query_1,['REAC:R-HSA-1227986']
GO:BP,GO:0099537,trans-synaptic signaling,4.188251038237439e-07,True,"""Cell-cell signaling in either direction across the synaptic cleft."" [GOC:dos]",781,107,18,21026,0.16822429906542055,0.023047375160051217,query_1,['GO:0099536']
GO:BP,GO:0035051,cardiocyte differentiation,4.2388276304035416e-07,True,"""The process in which a relatively unspecialized cell acquires the specialized structural and/or functional features of a cell that will form part of the cardiac organ of an individual."" [GOC:bf]",151,107,9,21026,0.08411214953271028,0.059602649006622516,query_1,"['GO:0007507', 'GO:0030154']"
GO:BP,GO:0014044,Schwann cell development,4.2396868335750396e-07,True,"""The process aimed at the progression of a Schwann cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell. Schwann cells are found in the peripheral nervous system, where they insulate neurons and axons, and regulate the environment in which neurons function."" [GOC:dgh, GOC:ef]",43,107,6,21026,0.056074766355140186,0.13953488372093023,query_1,"['GO:0014037', 'GO:0021782']"
GO:BP,GO:1901136,carbohydrate derivative catabolic process,4.3443182089080755e-07,True,"""The chemical reactions and pathways resulting in the breakdown of carbohydrate derivative."" [GOC:TermGenie]",257,107,11,21026,0.102803738317757,0.042801556420233464,query_1,"['GO:0009056', 'GO:1901135']"
GO:BP,GO:0071901,negative regulation of protein serine/threonine kinase activity,4.355025773140318e-07,True,"""Any process that decreases the rate, frequency, or extent of protein serine/threonine kinase activity."" [GOC:BHF, GOC:mah]",72,107,7,21026,0.06542056074766354,0.09722222222222222,query_1,"['GO:0006469', 'GO:0071900']"
GO:BP,GO:0006809,nitric oxide biosynthetic process,4.355025773140318e-07,True,"""The chemical reactions and pathways resulting in the formation of nitric oxide, nitrogen monoxide (NO), a colorless gas only slightly soluble in water."" [GOC:ai]",72,107,7,21026,0.06542056074766354,0.09722222222222222,query_1,"['GO:0009058', 'GO:0046209']"
GO:BP,GO:1900076,regulation of cellular response to insulin stimulus,4.355025773140318e-07,True,"""Any process that modulates the frequency, rate or extent of cellular response to insulin stimulus."" [GOC:TermGenie, GOC:yaf]",72,107,7,21026,0.06542056074766354,0.09722222222222222,query_1,"['GO:0032869', 'GO:0048583', 'GO:0050794']"
REAC,REAC:R-HSA-9705462,Inactivation of CSF3 (G-CSF) signaling,4.556501026744378e-07,True,Inactivation of CSF3 (G-CSF) signaling,25,102,6,11004,0.058823529411764705,0.24,query_1,['REAC:R-HSA-9674555']
REAC,REAC:R-HSA-9020702,Interleukin-1 signaling,4.556501026744378e-07,True,Interleukin-1 signaling,113,102,10,11004,0.09803921568627451,0.08849557522123894,query_1,['REAC:R-HSA-446652']
REAC,REAC:R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus,4.556501026744378e-07,True,NOTCH3 Activation and Transmission of Signal to the Nucleus,25,102,6,11004,0.058823529411764705,0.24,query_1,['REAC:R-HSA-9012852']
GO:BP,GO:0042391,regulation of membrane potential,4.559009165515509e-07,True,"""Any process that modulates the establishment or extent of a membrane potential, the electric potential existing across any membrane arising from charges in the membrane itself and from the charges present in the media on either side of the membrane."" [GOC:jl, GOC:mtg_cardio, GOC:tb, ISBN:0198506732]",458,107,14,21026,0.1308411214953271,0.03056768558951965,query_1,['GO:0065008']
GO:BP,GO:0048709,oligodendrocyte differentiation,4.577857922778253e-07,True,"""The process in which a relatively unspecialized cell acquires the specialized features of an oligodendrocyte. An oligodendrocyte is a type of glial cell involved in myelinating the axons of neurons in the central nervous system."" [GOC:vp, PMID:15139015]",109,107,8,21026,0.07476635514018691,0.07339449541284404,query_1,"['GO:0007417', 'GO:0010001']"
GO:BP,GO:0002520,immune system development,4.686944596733725e-07,True,"""The process whose specific outcome is the progression of an organismal system whose objective is to provide calibrated responses by an organism to a potential internal or invasive threat, over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:add, GOC:dph]",203,107,10,21026,0.09345794392523364,0.04926108374384237,query_1,"['GO:0002376', 'GO:0048731']"
KEGG,KEGG:04960,Aldosterone-regulated sodium reabsorption,4.698771231875205e-07,True,Aldosterone-regulated sodium reabsorption,37,104,7,8484,0.0673076923076923,0.1891891891891892,query_1,['KEGG:00000']
GO:BP,GO:0032787,monocarboxylic acid metabolic process,4.747137769298496e-07,True,"""The chemical reactions and pathways involving monocarboxylic acids, any organic acid containing one carboxyl (COOH) group or anion (COO-)."" [GOC:vk]",616,107,16,21026,0.14953271028037382,0.025974025974025976,query_1,['GO:0019752']
GO:BP,GO:0070647,protein modification by small protein conjugation or removal,4.803322483080075e-07,True,"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to or removed from a target protein."" [GOC:mah]",975,107,20,21026,0.18691588785046728,0.020512820512820513,query_1,['GO:0043687']
GO:BP,GO:0009144,purine nucleoside triphosphate metabolic process,4.823715081449406e-07,True,"""The chemical reactions and pathways involving purine nucleoside triphosphate, a compound consisting of a purine base linked to a ribose or deoxyribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",260,107,11,21026,0.102803738317757,0.04230769230769231,query_1,['GO:0009141']
GO:BP,GO:0010828,positive regulation of D-glucose transmembrane transport,4.823715081449406e-07,True,"""Any process that increases the frequency, rate or extent of glucose transport across a membrane. Glucose transport is the directed movement of the hexose monosaccharide glucose into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:BHF, GOC:dph, GOC:tb]",44,107,6,21026,0.056074766355140186,0.13636363636363635,query_1,"['GO:0010827', 'GO:0034764', 'GO:1904659']"
GO:BP,GO:0051046,regulation of secretion,4.823715081449406e-07,True,"""Any process that modulates the frequency, rate or extent of the controlled release of a substance from a cell or a tissue."" [GOC:ai]",617,107,16,21026,0.14953271028037382,0.02593192868719611,query_1,"['GO:0046903', 'GO:0051049']"
GO:BP,GO:0009199,ribonucleoside triphosphate metabolic process,4.823715081449406e-07,True,"""The chemical reactions and pathways involving a ribonucleoside triphosphate, a compound consisting of a nucleobase linked to a ribose sugar esterified with triphosphate on the sugar."" [GOC:go_curators, ISBN:0198506732]",260,107,11,21026,0.102803738317757,0.04230769230769231,query_1,['GO:0009141']
GO:BP,GO:0010907,positive regulation of glucose metabolic process,4.823715081449406e-07,True,"""Any process that increases the rate, frequency or extent of glucose metabolism. Glucose metabolic processes are the chemical reactions and pathways involving glucose, the aldohexose gluco-hexose."" [GOC:BHF, GOC:tb]",44,107,6,21026,0.056074766355140186,0.13636363636363635,query_1,"['GO:0006006', 'GO:0010906', 'GO:0045913', 'GO:0062013']"
GO:BP,GO:0032652,regulation of interleukin-1 production,4.861469273045967e-07,True,"""Any process that modulates the frequency, rate, or extent of interleukin-1 production."" [GOC:mah]",110,107,8,21026,0.07476635514018691,0.07272727272727272,query_1,"['GO:0001817', 'GO:0032612']"
GO:BP,GO:0070555,response to interleukin-1,4.861469273045967e-07,True,"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an interleukin-1 stimulus."" [GOC:BHF, GOC:mah]",110,107,8,21026,0.07476635514018691,0.07272727272727272,query_1,['GO:0034097']
GO:BP,GO:0032612,interleukin-1 production,4.861469273045967e-07,True,"""The appearance of interleukin-1 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]",110,107,8,21026,0.07476635514018691,0.07272727272727272,query_1,['GO:0001816']
GO:BP,GO:0044703,multi-organism reproductive process,5.080643607469982e-07,True,"""A biological process that directly contributes to the process of producing new individuals, involving another organism."" [GOC:jl]",205,107,10,21026,0.09345794392523364,0.04878048780487805,query_1,['GO:0022414']
GO:BP,GO:0046879,hormone secretion,5.168022266337563e-07,True,"""The regulated release of hormones, substances with a specific regulatory effect on a particular organ or group of cells."" [ISBN:0198506732]",324,107,12,21026,0.11214953271028037,0.037037037037037035,query_1,"['GO:0009914', 'GO:0023061']"
GO:BP,GO:0014855,striated muscle cell proliferation,5.184683026388581e-07,True,"""The multiplication or reproduction of striated muscle cells, resulting in the expansion of a cell population. Striated muscles contain fibers that are divided by transverse bands into striations, and cardiac and skeletal muscle are types of striated muscle."" [CL:0000737, GOC:ef, GOC:mtg_muscle]",74,107,7,21026,0.06542056074766354,0.0945945945945946,query_1,['GO:0033002']
GO:BP,GO:0042698,ovulation cycle,5.184683026388581e-07,True,"""The type of sexual cycle seen in females, often with physiologic changes in the endometrium that recur at regular intervals during the reproductive years."" [ISBN:0721662544]",74,107,7,21026,0.06542056074766354,0.0945945945945946,query_1,"['GO:0048511', 'GO:0048609']"
GO:BP,GO:0072523,purine-containing compound catabolic process,5.184683026388581e-07,True,"""The chemical reactions and pathways resulting in the breakdown of a purine-containing compound, i.e. any compound that contains purine or a formal derivative thereof."" [GOC:mah]",155,107,9,21026,0.08411214953271028,0.05806451612903226,query_1,"['GO:0009056', 'GO:0072521']"
REAC,REAC:R-HSA-422475,Axon guidance,5.240960345657913e-07,True,Axon guidance,543,102,20,11004,0.19607843137254902,0.03683241252302026,query_1,['REAC:R-HSA-9675108']
REAC,REAC:R-HSA-9616222,Transcriptional regulation of granulopoiesis,5.341991828175406e-07,True,Transcriptional regulation of granulopoiesis,87,102,9,11004,0.08823529411764706,0.10344827586206896,query_1,['REAC:R-HSA-1266738']
